func,classification
function,setup
paste0,setup
if,data cleaning
return,data cleaning
if,data cleaning
list,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
list,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
filter,data cleaning
ggplot,exploratory
aes,exploratory
geom_bar,exploratory
facet_grid,exploratory
labs,exploratory
theme,exploratory
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
filter,data cleaning
select,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
filter,data cleaning
select,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
unique,data cleaning
filter,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
unique,data cleaning
filter,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
filter,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
filter,data cleaning
select,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
filter,data cleaning
filter,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
filter,data cleaning
select,data cleaning
filter,data cleaning
filter,data cleaning
select,data cleaning
paste0,setup
paste0,setup
paste0,setup
if,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
filter,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
spread,data cleaning
filter,data cleaning
select,data cleaning
spread,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
filter,data cleaning
select,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
filter,data cleaning
select,data cleaning
if,data cleaning
ungroup,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
if,data cleaning
ungroup,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
if,data cleaning
ungroup,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
if,data cleaning
filter,data cleaning
select,data cleaning
spread,data cleaning
if,data cleaning
filter,data cleaning
select,data cleaning
spread,data cleaning
if,data cleaning
if,data cleaning
filter,data cleaning
select,data cleaning
spread,data cleaning
filter,data cleaning
select,data cleaning
spread,data cleaning
if,data cleaning
if,data cleaning
filter,data cleaning
select,data cleaning
spread,data cleaning
filter,data cleaning
select,data cleaning
spread,data cleaning
rm,setup
ls,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
read_csv,data cleaning
read_csv,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
sum,data cleaning
sum,data cleaning
sum,data cleaning
sum,data cleaning
sum,data cleaning
sum,data cleaning
sum,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
sum,data cleaning
sum,data cleaning
sum,data cleaning
sum,data cleaning
sum,data cleaning
sum,data cleaning
sum,data cleaning
left_join,data cleaning
left_join,data cleaning
left_join,data cleaning
left_join,data cleaning
as.numeric,data cleaning
as.numeric,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
left_join,data cleaning
select,data cleaning
rename,data cleaning
str_to_title,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
select,data cleaning
rename,data cleaning
str_to_title,data cleaning
function,setup
sum,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
function,setup
function,setup
bind_rows,data cleaning
rename,data cleaning
str_to_title,data cleaning
options,setup
function,setup
for,data cleaning
length,data cleaning
sum,data cleaning
bind_rows,data cleaning
rename,data cleaning
str_to_title,data cleaning
format,exploratory
round,modeling
format,exploratory
round,modeling
format,exploratory
round,modeling
format,exploratory
round,modeling
select,data cleaning
rename,data cleaning
str_to_title,data cleaning
round,modeling
arrange,data cleaning
select,data cleaning
rename,data cleaning
round,modeling
str_to_title,data cleaning
arrange,data cleaning
select,data cleaning
rename,data cleaning
str_to_title,data cleaning
round,modeling
arrange,data cleaning
select,data cleaning
rename,data cleaning
round,modeling
str_to_title,data cleaning
arrange,data cleaning
rbind,setup
rm,setup
ifelse,data cleaning
select,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
sum,data cleaning
sum,data cleaning
sum,data cleaning
rename,data cleaning
round,modeling
str_to_title,data cleaning
arrange,data cleaning
rbind,setup
filter,data cleaning
rm,setup
ifelse,data cleaning
select,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
sum,data cleaning
sum,data cleaning
sum,data cleaning
rename,data cleaning
round,modeling
str_to_title,data cleaning
arrange,data cleaning
function,setup
ifelse,data cleaning
paste0,setup
floor,data cleaning
floor,data cleaning
floor,data cleaning
substr,data cleaning
floor,data cleaning
floor,data cleaning
floor,data cleaning
ifelse,data cleaning
round,modeling
floor,data cleaning
paste0,setup
substr,data cleaning
round,modeling
round,modeling
paste0,setup
floor,data cleaning
substr,data cleaning
floor,data cleaning
floor,data cleaning
floor,data cleaning
ifelse,data cleaning
round,modeling
round,modeling
paste0,setup
substr,data cleaning
round,modeling
floor,data cleaning
round,modeling
round,modeling
select,data cleaning
rename,data cleaning
str_to_title,data cleaning
select,data cleaning
rename,data cleaning
list,data cleaning
paste0,setup
names,setup
rm,setup
ls,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
list.files,setup
file.path,setup
getwd,setup
for,data cleaning
read.csv,setup
file.path,setup
getwd,setup
length,data cleaning
paste,data cleaning
substr,data cleaning
function,setup
paste0,setup
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
filter,data cleaning
ggplot,exploratory
aes,exploratory
geom_bar,exploratory
facet_grid,exploratory
labs,exploratory
theme,exploratory
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
filter,data cleaning
select,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
filter,data cleaning
select,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
unique,data cleaning
filter,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
unique,data cleaning
filter,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
select,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
filter,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
filter,data cleaning
select,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
select,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
filter,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
filter,data cleaning
select,data cleaning
paste0,setup
paste0,setup
paste0,setup
if,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
filter,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
spread,data cleaning
filter,data cleaning
select,data cleaning
spread,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
filter,data cleaning
select,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
filter,data cleaning
select,data cleaning
if,data cleaning
ungroup,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
if,data cleaning
ungroup,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
if,data cleaning
ungroup,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
if,data cleaning
select,data cleaning
spread,data cleaning
if,data cleaning
select,data cleaning
spread,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
spread,data cleaning
filter,data cleaning
select,data cleaning
spread,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
spread,data cleaning
filter,data cleaning
select,data cleaning
spread,data cleaning
if,data cleaning
select,data cleaning
spread,data cleaning
if,data cleaning
select,data cleaning
spread,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
spread,data cleaning
filter,data cleaning
select,data cleaning
spread,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
spread,data cleaning
filter,data cleaning
select,data cleaning
spread,data cleaning
rm,setup
ls,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
list.files,setup
file.path,setup
getwd,setup
for,data cleaning
read.csv,setup
file.path,setup
getwd,setup
length,data cleaning
paste,data cleaning
substr,data cleaning
function,setup
paste0,setup
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
return,data cleaning
filter,data cleaning
ggplot,exploratory
aes,exploratory
geom_bar,exploratory
facet_grid,exploratory
labs,exploratory
theme,exploratory
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
filter,data cleaning
select,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
filter,data cleaning
select,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
unique,data cleaning
filter,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
unique,data cleaning
filter,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
filter,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
filter,data cleaning
select,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
filter,data cleaning
filter,data cleaning
if,data cleaning
return,data cleaning
if,data cleaning
if,data cleaning
filter,data cleaning
select,data cleaning
filter,data cleaning
filter,data cleaning
select,data cleaning
paste0,setup
paste0,setup
paste0,setup
if,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
filter,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
spread,data cleaning
filter,data cleaning
select,data cleaning
spread,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
filter,data cleaning
select,data cleaning
if,data cleaning
if,data cleaning
select,data cleaning
filter,data cleaning
select,data cleaning
if,data cleaning
ungroup,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
if,data cleaning
ungroup,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
if,data cleaning
ungroup,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
if,data cleaning
select,data cleaning
unique,data cleaning
spread,data cleaning
if,data cleaning
filter,data cleaning
select,data cleaning
spread,data cleaning
if,data cleaning
filter,data cleaning
select,data cleaning
spread,data cleaning
if,data cleaning
if,data cleaning
filter,data cleaning
select,data cleaning
spread,data cleaning
filter,data cleaning
filter,data cleaning
select,data cleaning
spread,data cleaning
if,data cleaning
if,data cleaning
filter,data cleaning
select,data cleaning
spread,data cleaning
filter,data cleaning
select,data cleaning
spread,data cleaning
rm,setup
ls,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
for,data cleaning
seq,setup
as.character,data cleaning
print,evaluation
download.file,setup
list.files,setup
for,data cleaning
unzip,setup
list.files,setup
list,data cleaning
for,data cleaning
cat,data cleaning
read.table,setup
paste0,setup
for,data cleaning
list.files,setup
select,data cleaning
filter,data cleaning
unique,data cleaning
rename,data cleaning
select,data cleaning
filter,data cleaning
unique,data cleaning
rename,data cleaning
for,data cleaning
seq,setup
as.character,data cleaning
print,evaluation
download.file,setup
list.files,setup
for,data cleaning
unzip,setup
list.files,setup
list,data cleaning
for,data cleaning
cat,data cleaning
read.table,setup
paste0,setup
for,data cleaning
list.files,setup
download.file,setup
unzip,setup
list.files,setup
list,data cleaning
for,data cleaning
cat,data cleaning
read.table,setup
paste0,setup
for,data cleaning
list.files,setup
select,data cleaning
filter,data cleaning
rename,data cleaning
select,data cleaning
rename,data cleaning
str_to_upper,data cleaning
select,data cleaning
filter,data cleaning
rename,data cleaning
select,data cleaning
rename,data cleaning
str_to_upper,data cleaning
str_to_upper,data cleaning
rbind,setup
for,data cleaning
print,evaluation
paste,data cleaning
tempfile,setup
gsub,data cleaning
download.file,setup
unzip,setup
file.path,setup
getwd,setup
unlink,setup
library,setup
select,data cleaning
summarise,data cleaning
group_by,data cleaning
sum,data cleaning
select,data cleaning
summarise,data cleaning
group_by,data cleaning
sum,data cleaning
merge,data cleaning
select,data cleaning
select,data cleaning
select,data cleaning
select,data cleaning
select,data cleaning
select,data cleaning
select,data cleaning
select,data cleaning
select,data cleaning
as.character,data cleaning
as.character,data cleaning
as.character,data cleaning
as.character,data cleaning
as.character,data cleaning
as.character,data cleaning
as.character,data cleaning
as.character,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
filter,data cleaning
merge,data cleaning
as.character,data cleaning
as.character,data cleaning
filter,data cleaning
filter,data cleaning
arrange,data cleaning
summarise,data cleaning
group_by,data cleaning
sum,data cleaning
sum,data cleaning
desc,data cleaning
arrange,data cleaning
summarise,data cleaning
group_by,data cleaning
sum,data cleaning
desc,data cleaning
library,setup
library,setup
tempfile,setup
download.file,setup
unzip,setup
grep,exploratory
length,data cleaning
unzip,setup
for,data cleaning
file.path,setup
read.csv,setup
as.numeric,data cleaning
gsub,data cleaning
as.numeric,data cleaning
gsub,data cleaning
as.numeric,data cleaning
gsub,data cleaning
as.numeric,data cleaning
gsub,data cleaning
substr,data cleaning
substr,data cleaning
gsub,data cleaning
gsub,data cleaning
gsub,data cleaning
gsub,data cleaning
gsub,data cleaning
substr,data cleaning
gsub,data cleaning
gsub,data cleaning
gsub,data cleaning
gsub,data cleaning
gsub,data cleaning
gsub,data cleaning
gsub,data cleaning
substr,data cleaning
head,exploratory
names,setup
select,data cleaning
for,data cleaning
as.factor,data cleaning
names,setup
select,data cleaning
for,data cleaning
as.factor,data cleaning
names,setup
select,data cleaning
for,data cleaning
as.factor,data cleaning
names,setup
select,data cleaning
for,data cleaning
as.factor,data cleaning
filter,data cleaning
arrange,data cleaning
summarise,data cleaning
group_by,data cleaning
sum,data cleaning
desc,data cleaning
filter,data cleaning
arrange,data cleaning
summarise,data cleaning
group_by,data cleaning
sum,data cleaning
desc,data cleaning
arrange,data cleaning
summarise,data cleaning
group_by,data cleaning
sum,data cleaning
desc,data cleaning
arrange,data cleaning
summarise,data cleaning
group_by,data cleaning
sum,data cleaning
desc,data cleaning
arrange,data cleaning
summarise,data cleaning
group_by,data cleaning
sum,data cleaning
desc,data cleaning
spread,data cleaning
is.na,data cleaning
setwd,setup
read.csv,setup
as.character,data cleaning
for,data cleaning
length,data cleaning
paste0,setup
ifelse,data cleaning
substr,data cleaning
ifelse,data cleaning
substr,data cleaning
ifelse,data cleaning
substr,data cleaning
ifelse,data cleaning
substr,data cleaning
ifelse,data cleaning
substr,data cleaning
ifelse,data cleaning
substr,data cleaning
ifelse,data cleaning
substr,data cleaning
ifelse,data cleaning
substr,data cleaning
ifelse,data cleaning
substr,data cleaning
ifelse,data cleaning
substr,data cleaning
ifelse,data cleaning
substr,data cleaning
ifelse,data cleaning
substr,data cleaning
ifelse,data cleaning
substr,data cleaning
ifelse,data cleaning
substr,data cleaning
ifelse,data cleaning
substr,data cleaning
ifelse,data cleaning
substr,data cleaning
ifelse,data cleaning
substr,data cleaning
ifelse,data cleaning
substr,data cleaning
ifelse,data cleaning
substr,data cleaning
ifelse,data cleaning
substr,data cleaning
ifelse,data cleaning
substr,data cleaning
ifelse,data cleaning
substr,data cleaning
ifelse,data cleaning
substr,data cleaning
ifelse,data cleaning
substr,data cleaning
ifelse,data cleaning
substr,data cleaning
ifelse,data cleaning
substr,data cleaning
ifelse,data cleaning
substr,data cleaning
ifelse,data cleaning
substr,data cleaning
as.numeric,data cleaning
substr,data cleaning
as.numeric,data cleaning
substr,data cleaning
as.numeric,data cleaning
substr,data cleaning
as.numeric,data cleaning
substr,data cleaning
as.numeric,data cleaning
substr,data cleaning
as.numeric,data cleaning
substr,data cleaning
as.numeric,data cleaning
substr,data cleaning
as.numeric,data cleaning
substr,data cleaning
rowSums,modeling
ifelse,data cleaning
as.numeric,data cleaning
substr,data cleaning
as.numeric,data cleaning
substr,data cleaning
rowSums,modeling
ifelse,data cleaning
paste0,setup
ifelse,data cleaning
substr,data cleaning
table,evaluation
as.character,data cleaning
as.numeric,data cleaning
sprintf,setup
ifelse,data cleaning
filter,data cleaning
ifelse,data cleaning
function,setup
gsub,data cleaning
gsub,data cleaning
gsub,data cleaning
gsub,data cleaning
gsub,data cleaning
gsub,data cleaning
gsub,data cleaning
gsub,data cleaning
gsub,data cleaning
gsub,data cleaning
gsub,data cleaning
gsub,data cleaning
gsub,data cleaning
gsub,data cleaning
gsub,data cleaning
gsub,data cleaning
gsub,data cleaning
gsub,data cleaning
gsub,data cleaning
gsub,data cleaning
gsub,data cleaning
gsub,data cleaning
return,data cleaning
function,setup
apply,data cleaning
function,setup
as.numeric,data cleaning
seq,setup
rowSums,modeling
ifelse,data cleaning
cbind,data cleaning
rowSums,modeling
ifelse,data cleaning
cbind,data cleaning
ifelse,data cleaning
colnames,data cleaning
as_tibble,setup
return,data cleaning
setwd,setup
dir.create,setup
dir.create,setup
function,setup
grep,exploratory
grep,exploratory
gsub,data cleaning
gsub,data cleaning
for,data cleaning
length,data cleaning
for,data cleaning
length,data cleaning
download.file,setup
paste0,setup
paste0,setup
for,data cleaning
length,data cleaning
for,data cleaning
length,data cleaning
unzip,setup
paste0,setup
paste0,setup
length,data cleaning
list.files,setup
paste0,setup
length,data cleaning
length,data cleaning
length,data cleaning
list.files,setup
paste0,setup
length,data cleaning
list,data cleaning
for,data cleaning
length,data cleaning
for,data cleaning
length,data cleaning
paste0,setup
read.csv,setup
paste0,setup
list.files,setup
print,evaluation
do.call,setup
write.csv,setup
list,data cleaning
for,data cleaning
length,data cleaning
for,data cleaning
length,data cleaning
paste0,setup
read.csv,setup
paste0,setup
list.files,setup
print,evaluation
do.call,setup
write.csv,setup
length,data cleaning
table,evaluation
length,data cleaning
length,data cleaning
table,evaluation
length,data cleaning
length,data cleaning
table,evaluation
length,data cleaning
length,data cleaning
table,evaluation
length,data cleaning
group_by,data cleaning
summarize,data cleaning
arrange,data cleaning
group_by,data cleaning
summarize,data cleaning
filter,data cleaning
paste0,setup
paste0,setup
write.csv,setup
paste0,setup
paste0,setup
mutate,data cleaning
as.numeric,data cleaning
mutate,data cleaning
as.numeric,data cleaning
left_join,data cleaning
select,data cleaning
rename,data cleaning
paste0,setup
library,setup
function,setup
read_html,setup
tibble,data cleaning
tibble,data cleaning
read_html,setup
tibble,data cleaning
tibble,data cleaning
expand.grid,modeling
as.character,data cleaning
as.character,data cleaning
function,setup
sprintf,setup
dir.create,setup
sprintf,setup
sprintf,setup
function,setup
sprintf,setup
dir.create,setup
sprintf,setup
sprintf,setup
function,setup
map,data cleaning
map,data cleaning
map,data cleaning
map,data cleaning
function,setup
return,data cleaning
function,setup
sort,data cleaning
unique,data cleaning
for,data cleaning
arrange,data cleaning
rm,setup
ls,setup
library,setup
names,setup
mutate,data cleaning
mutate,data cleaning
is.na,data cleaning
is.na,data cleaning
select,data cleaning
count,data cleaning
group_by,data cleaning
arrange,data cleaning
mutate,data cleaning
ifelse,data cleaning
is.na,data cleaning
rm,setup
ls,setup
library,setup
source,setup
list.files,setup
length,data cleaning
for,data cleaning
print,evaluation
length,data cleaning
list.files,setup
sprintf,setup
for,data cleaning
if,data cleaning
mutate,data cleaning
as.character,data cleaning
bind_rows,data cleaning
rm,setup
ls,setup
dir.create,setup
dir.create,setup
dir.create,setup
dir.create,setup
dir.create,setup
dir.create,setup
library,setup
library,setup
library,setup
file.path,setup
getwd,setup
download.file,setup
unzip,setup
list.files,setup
select,data cleaning
mutate,data cleaning
str_to_upper,data cleaning
file.path,setup
getwd,setup
tempfile,setup
print,evaluation
read_html,setup
for,data cleaning
str_extract,data cleaning
download.file,setup
paste0,setup
list.files,setup
list.files,setup
vector,data cleaning
length,data cleaning
list.files,setup
dir.create,setup
paste0,setup
for,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
paste0,setup
list.files,setup
paste0,setup
map,data cleaning
bind_rows,data cleaning
file.path,setup
getwd,setup
download.file,setup
unzip,setup
list.files,setup
map,data cleaning
bind_rows,data cleaning
file.path,setup
getwd,setup
download.file,setup
unzip,setup
list.files,setup
map,data cleaning
bind_rows,data cleaning
file.path,setup
getwd,setup
download.file,setup
unzip,setup
list.files,setup
map,data cleaning
file.path,setup
getwd,setup
download.file,setup
unzip,setup
list.files,setup
map,data cleaning
rm,setup
ls,setup
library,setup
library,setup
filter,data cleaning
filter,data cleaning
mutate,data cleaning
select,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
ungroup,data cleaning
rename,data cleaning
filter,data cleaning
mutate,data cleaning
select,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
ungroup,data cleaning
rename,data cleaning
colnames,data cleaning
colnames,data cleaning
rbind,setup
rm,setup
rename,data cleaning
mutate,data cleaning
ifelse,data cleaning
is.na,data cleaning
select,data cleaning
ifelse,data cleaning
str_detect,exploratory
filter,data cleaning
%in%,data cleaning
unique,data cleaning
map,data cleaning
list,data cleaning
map,data cleaning
filter,data cleaning
select,data cleaning
mutate,data cleaning
ifelse,data cleaning
str_split,data cleaning
map,data cleaning
unique,data cleaning
filter,data cleaning
select,data cleaning
distinct,data cleaning
filter,data cleaning
%in%,data cleaning
unique,data cleaning
mutate,data cleaning
as.numeric,data cleaning
filter,data cleaning
%in%,data cleaning
left_join,data cleaning
group_by,data cleaning
summarise,data cleaning
list,data cleaning
list,data cleaning
list,data cleaning
list,data cleaning
tibble,data cleaning
tibble,data cleaning
unlist,data cleaning
unlist,data cleaning
unlist,data cleaning
select,data cleaning
left_join,data cleaning
mutate,data cleaning
sum,data cleaning
round,modeling
sum,data cleaning
floor,data cleaning
for,data cleaning
as.integer,evaluation
sum,data cleaning
mutate,data cleaning
ifelse,data cleaning
for,data cleaning
print,evaluation
filter,data cleaning
sum,data cleaning
print,evaluation
mutate,data cleaning
ifelse,data cleaning
max,data cleaning
if,data cleaning
rbind,setup
rm,setup
sum,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,data cleaning
mutate,data cleaning
arrange,data cleaning
select,data cleaning
rename,data cleaning
for,data cleaning
print,evaluation
filter,data cleaning
sum,data cleaning
print,evaluation
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
ifelse,data cleaning
max,data cleaning
mutate,data cleaning
if,data cleaning
rbind,setup
rm,setup
sum,data cleaning
select,data cleaning
rename,data cleaning
for,data cleaning
print,evaluation
filter,data cleaning
filter,data cleaning
sum,data cleaning
print,evaluation
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
ifelse,data cleaning
desc,data cleaning
sum,data cleaning
mutate,data cleaning
ifelse,data cleaning
desc,data cleaning
mutate,data cleaning
if,data cleaning
rbind,setup
rm,setup
sum,data cleaning
select,data cleaning
rename,data cleaning
for,data cleaning
print,evaluation
filter,data cleaning
sum,data cleaning
print,evaluation
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
ifelse,data cleaning
desc,data cleaning
sum,data cleaning
mutate,data cleaning
ifelse,data cleaning
desc,data cleaning
mutate,data cleaning
if,data cleaning
rbind,setup
rm,setup
sum,data cleaning
select,data cleaning
rename,data cleaning
left_join,data cleaning
left_join,data cleaning
left_join,data cleaning
left_join,data cleaning
sum,data cleaning
sum,data cleaning
sum,data cleaning
sum,data cleaning
group_by,data cleaning
ifelse,data cleaning
is.na,data cleaning
select,data cleaning
rename,data cleaning
ungroup,data cleaning
filter,data cleaning
select,data cleaning
left_join,data cleaning
group_by,data cleaning
arrange,data cleaning
desc,data cleaning
desc,data cleaning
filter,data cleaning
mutate,data cleaning
distinct,data cleaning
left_join,data cleaning
mutate,data cleaning
ifelse,data cleaning
mutate,data cleaning
ifelse,data cleaning
mutate,data cleaning
ifelse,data cleaning
mutate,data cleaning
ifelse,data cleaning
count,data cleaning
filter,data cleaning
sum,data cleaning
sum,data cleaning
sum,data cleaning
sum,data cleaning
group_by,data cleaning
sum,data cleaning
group_by,data cleaning
sum,data cleaning
