func,classification
write.csv,export
filter,data cleaning
dplyr,data cleaning
group_by,data cleaning
summarise,data cleaning
count,exploratory
mutate,data cleaning
write.csv,export
filter,data cleaning
dplyr,data cleaning
group_by,data cleaning
summarise,data cleaning
count,exploratory
mutate,data cleaning
write.csv,export
filter,data cleaning
dplyr,data cleaning
group_by,data cleaning
summarise,data cleaning
count,exploratory
mutate,data cleaning
write.csv,export
filter,data cleaning
dplyr,data cleaning
group_by,data cleaning
summarise,data cleaning
count,exploratory
mutate,data cleaning
write.csv,export
filter,data cleaning
dplyr,data cleaning
group_by,data cleaning
summarise,data cleaning
count,exploratory
mutate,data cleaning
write.csv,export
filter,data cleaning
dplyr,data cleaning
group_by,data cleaning
summarise,data cleaning
count,exploratory
mutate,data cleaning
write.csv,export
filter,data cleaning
dplyr,data cleaning
group_by,data cleaning
summarise,data cleaning
count,exploratory
mutate,data cleaning
write.csv,export
dplyr,data cleaning
group_by,data cleaning
dplyr,data cleaning
summarise,data cleaning
sum,exploratory
filter,data cleaning
dplyr,data cleaning
group_by,data cleaning
dplyr,data cleaning
summarise,data cleaning
sum,exploratory
mutate,data cleaning
filter,data cleaning
dplyr,data cleaning
group_by,data cleaning
dplyr,data cleaning
summarise,data cleaning
sum,exploratory
mutate,data cleaning
dplyr,data cleaning
group_by,data cleaning
dplyr,data cleaning
summarise,data cleaning
sum,exploratory
filter,data cleaning
dplyr,data cleaning
group_by,data cleaning
dplyr,data cleaning
summarise,data cleaning
sum,exploratory
mutate,data cleaning
filter,data cleaning
dplyr,data cleaning
group_by,data cleaning
dplyr,data cleaning
summarise,data cleaning
sum,exploratory
mutate,data cleaning
dplyr,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,exploratory
filter,data cleaning
dplyr,data cleaning
group_by,data cleaning
dplyr,data cleaning
summarise,data cleaning
sum,exploratory
mutate,data cleaning
filter,data cleaning
dplyr,data cleaning
group_by,data cleaning
dplyr,data cleaning
summarise,data cleaning
sum,exploratory
mutate,data cleaning
grep,data cleaning
grep,data cleaning
dplyr,data cleaning
group_by,data cleaning
dplyr,data cleaning
summarise,data cleaning
count,exploratory
order,data cleaning
filter,data cleaning
order,data cleaning
filter,data cleaning
order,data cleaning
filter,data cleaning
library,setup
group_by,data cleaning
summarise,data cleaning
n,data cleaning
arrange,data cleaning
data.frame,data cleaning
table,exploratory
data.frame,data cleaning
table,exploratory
group_by,data cleaning
summarise,data cleaning
arrange,data cleaning
data.frame,data cleaning
table,exploratory
data.frame,data cleaning
table,exploratory
group_by,data cleaning
summarise,data cleaning
n,data cleaning
arrange,data cleaning
data.frame,data cleaning
table,exploratory
data.frame,data cleaning
table,exploratory
group_by,data cleaning
summarise,data cleaning
arrange,data cleaning
data.frame,data cleaning
table,exploratory
data.frame,data cleaning
table,exploratory
library,setup
library,setup
library,setup
library,setup
library,setup
as.data.frame,data cleaning
names,data cleaning
slice,exploratory
head,exploratory
length,data cleaning
unique,data cleaning
select,data cleaning
head,exploratory
as.data.frame,data cleaning
names,data cleaning
slice,exploratory
head,exploratory
length,data cleaning
unique,data cleaning
select,data cleaning
head,exploratory
as.data.frame,data cleaning
names,data cleaning
slice,exploratory
head,exploratory
length,data cleaning
unique,data cleaning
select,data cleaning
head,exploratory
as.data.frame,data cleaning
names,data cleaning
slice,exploratory
head,exploratory
length,data cleaning
unique,data cleaning
select,data cleaning
head,exploratory
bind_rows,data cleaning
bind_rows,data cleaning
write.csv,export
library,setup
library,setup
setwd,setup
fread,import
head,exploratory
summary,exploratory
summary,exploratory
unique,data cleaning
length,data cleaning
unique,data cleaning
unique,data cleaning
ggplot,visualization
aes,visualization
geom_histogram,visualization
labs,visualization
scale_y_continuous,visualization
function,data cleaning
format,data cleaning
typeof,exploratory
as.double,data cleaning
sub,data cleaning
head,exploratory
order,data cleaning
head,exploratory
order,data cleaning
head,exploratory
group_by,data cleaning
summarise,data cleaning
sum,exploratory
order,data cleaning
head,exploratory
order,data cleaning
head,exploratory
unique,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,exploratory
order,data cleaning
head,exploratory
summary,exploratory
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,exploratory
order,data cleaning
head,exploratory
summary,exploratory
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,exploratory
order,data cleaning
head,exploratory
summary,exploratory
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,exploratory
order,data cleaning
head,exploratory
summary,exploratory
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,exploratory
order,data cleaning
head,exploratory
summary,exploratory
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,exploratory
order,data cleaning
head,exploratory
summary,exploratory
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,exploratory
order,data cleaning
head,exploratory
summary,exploratory
ggplot,visualization
aes,visualization
geom_point,visualization
labs,visualization
theme,visualization
element_blank,visualization
as.data.frame,data cleaning
colnames,data cleaning
as.data.frame,data cleaning
colnames,data cleaning
as.data.frame,data cleaning
iconv,data cleaning
colnames,data cleaning
as.data.frame,data cleaning
cbind,data cleaning
colnames,data cleaning
as.data.frame,data cleaning
colnames,data cleaning
as.data.frame,data cleaning
iconv,data cleaning
colnames,data cleaning
as.data.frame,data cleaning
cbind,data cleaning
colnames,data cleaning
bind_rows,data cleaning
merge,data cleaning
group_by,data cleaning
summarise,data cleaning
sum,exploratory
merge,data cleaning
library,setup
library,setup
library,setup
library,setup
install.packages,setup
library,setup
getwd,setup
setwd,setup
fread,import
fread,import
plot,visualization
points,visualization
library,setup
library,setup
library,setup
library,setup
install.packages,setup
library,setup
install.packages,setup
library,setup
install.packages,setup
library,setup
getwd,setup
setwd,setup
fread,import
ggplot,visualization
aes,visualization
geom_point,visualization
ggplot,visualization
aes,visualization
geom_point,visualization
grid.arrange,visualization
library,setup
library,setup
library,setup
library,setup
install.packages,setup
library,setup
install.packages,setup
library,setup
install.packages,setup
library,setup
getwd,setup
setwd,setup
fread,import
ggplot,visualization
aes,visualization
geom_point,visualization
ggplot,visualization
aes,visualization
geom_point,visualization
labs,visualization
scale_y_continuous,visualization
seq,visualization
scale_color_discrete,visualization
ggtitle,visualization
ggplot,visualization
aes,visualization
factor,data cleaning
rev,visualization
levels,data cleaning
factor,data cleaning
geom_point,visualization
labs,visualization
scale_x_continuous,visualization
scale_color_discrete,visualization
ggtitle,visualization
library,setup
library,setup
library,setup
library,setup
install.packages,setup
library,setup
install.packages,setup
library,setup
install.packages,setup
library,setup
getwd,setup
setwd,setup
fread,import
ggplot,visualization
aes,visualization
factor,data cleaning
rev,visualization
levels,data cleaning
factor,data cleaning
geom_point,visualization
labs,visualization
scale_x_continuous,visualization
ggtitle,visualization
theme,visualization
element_blank,visualization
element_blank,visualization
ggsave,export
library,setup
library,setup
library,setup
library,setup
install.packages,setup
library,setup
install.packages,setup
library,setup
install.packages,setup
library,setup
install.packages,setup
library,setup
getwd,setup
setwd,setup
fread,import
ggplot,visualization
aes,visualization
factor,data cleaning
rev,visualization
levels,data cleaning
factor,data cleaning
geom_point,visualization
labs,visualization
scale_x_continuous,visualization
function,data cleaning
format,data cleaning
theme,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
ggsave,export
ggplot,visualization
aes,visualization
geom_point,visualization
labs,visualization
scale_x_continuous,visualization
function,data cleaning
format,data cleaning
scale_y_continuous,visualization
function,data cleaning
format,data cleaning
theme,visualization
element_blank,visualization
ggsave,export
fread,import
ggplot,visualization
aes,visualization
factor,data cleaning
rev,visualization
levels,data cleaning
factor,data cleaning
geom_point,visualization
labs,visualization
scale_x_continuous,visualization
theme,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
ggsave,export
ggplot,visualization
aes,visualization
as.numeric,data cleaning
as.character,data cleaning
factor,data cleaning
rev,visualization
levels,data cleaning
factor,data cleaning
geom_point,visualization
labs,visualization
scale_x_continuous,visualization
function,data cleaning
format,data cleaning
theme,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
ggsave,export
library,setup
library,setup
library,setup
library,setup
library,setup
getwd,setup
setwd,setup
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
bind_rows,data cleaning
filter,data cleaning
library,setup
library,setup
library,setup
library,setup
library,setup
getwd,setup
setwd,setup
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
bind_rows,data cleaning
filter,data cleaning
filter,data cleaning
install.packages,setup
install.packages,setup
install.packages,setup
install.packages,setup
install.packages,setup
library,setup
library,setup
library,setup
library,setup
library,setup
getwd,setup
setwd,setup
fread,import
glimpse,exploratory
View,exploratory
filter,data cleaning
View,exploratory
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
bind_rows,data cleaning
count,exploratory
filter,data cleaning
View,exploratory
bind_rows,data cleaning
View,exploratory
count,exploratory
names,data cleaning
View,exploratory
library,setup
write.xlsx,export
as.data.frame,data cleaning
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
getwd,setup
setwd,setup
fread,import
View,exploratory
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
bind_rows,data cleaning
View,exploratory
filter,data cleaning
View,exploratory
fwrite,export
filter,data cleaning
View,exploratory
fwrite,export
filter,data cleaning
View,exploratory
fwrite,export
filter,data cleaning
View,exploratory
fwrite,export
filter,data cleaning
View,exploratory
fwrite,export
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
bind_rows,data cleaning
View,exploratory
fwrite,export
install.packages,setup
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
getwd,setup
setwd,setup
fread,import
View,exploratory
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
bind_rows,data cleaning
View,exploratory
filter,data cleaning
View,exploratory
filter,data cleaning
View,exploratory
filter,data cleaning
group_by,data cleaning
View,exploratory
unique,data cleaning
unique,data cleaning
unique,data cleaning
data,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
fread,import
bind_rows,data cleaning
View,exploratory
filter,data cleaning
View,exploratory
filter,data cleaning
View,exploratory
write.xlsx,export
as.data.frame,data cleaning
write.xlsx,export
as.data.frame,data cleaning
write.xlsx,export
as.data.frame,data cleaning
fwrite,export
data,import
fwrite,export
fwrite,export
knitr::opts_chunk,communication
set,communication
library,setup
library,setup
library,setup
library,setup
library,setup
fread,import
colnames,data cleaning
as.character,data cleaning
glimpse,exploratory
fread,import
as.data.frame,data cleaning
iconv,data cleaning
colnames,data cleaning
as.data.frame,data cleaning
cbind,data cleaning
colnames,data cleaning
glimpse,exploratory
merge,data cleaning
as.data.frame,data cleaning
cbind,data cleaning
ifelse,data cleaning
ifelse,data cleaning
filter,data cleaning
count,exploratory
View,exploratory
cbind,data cleaning
setdiff,setup
merge,data cleaning
filter,data cleaning
is.na,data cleaning
select,data cleaning
data.frame,data cleaning
colnames,data cleaning
select,data cleaning
colnames,data cleaning
bind_rows,data cleaning
order,data cleaning
write.csv,export
write.xlsx,export
as.data.frame,data cleaning
as.data.frame,data cleaning
cbind,data cleaning
ifelse,data cleaning
ifelse,data cleaning
filter,data cleaning
count,exploratory
View,exploratory
knitr::opts_chunk,communication
set,communication
library,setup
as.data.frame,data cleaning
colnames,data cleaning
head,exploratory
grep,data cleaning
for,data cleaning
as.numeric,data cleaning
sub,data cleaning
sub,data cleaning
sub,data cleaning
grep,data cleaning
which,data cleaning
head,exploratory
as.character,data cleaning
colnames,data cleaning
as.character,data cleaning
fread,import
colnames,data cleaning
merge,data cleaning
data.table,import
head,exploratory
setdiff,setup
colnames,data cleaning
cbind,data cleaning
cbind,data cleaning
cbind,data cleaning
data.table,import
colnames,data cleaning
order,data cleaning
head,exploratory
write.csv,export
write.xlsx,export
as.data.frame,data cleaning
install.packages,setup
library,setup
library,setup
library,setup
library,setup
library,setup
install.packages,setup
library,setup
getwd,setup
setwd,setup
fread,import
View,exploratory
filter,data cleaning
filter,data cleaning
View,exploratory
group_by,data cleaning
summarise,data cleaning
n,data cleaning
View,exploratory
filter,data cleaning
View,exploratory
filter,data cleaning
View,exploratory
install.packages,setup
library,setup
library,setup
head,exploratory
head,exploratory
str,exploratory
as.integer,data cleaning
head,exploratory
head,exploratory
head,exploratory
head,exploratory
head,exploratory
str_replace_all,data cleaning
head,exploratory
data.frame,data cleaning
View,exploratory
install.packages,setup
install.packages,setup
install.packages,setup
install.packages,setup
library,setup
library,setup
library,setup
library,setup
getwd,setup
fread,import
colnames,data cleaning
dplyr,data cleaning
filter,data cleaning
separate,data cleaning
group_by,data cleaning
summarise,data cleaning
n,data cleaning
spread,data cleaning
is.na,data cleaning
is.na,data cleaning
is.na,data cleaning
is.na,data cleaning
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
group_by,data cleaning
summarise,data cleaning
n,data cleaning
ungroup,data cleaning
arrange,data cleaning
group_by,data cleaning
mutate,data cleaning
sum,exploratory
ggplot,visualization
aes,visualization
reorder,visualization
geom_bar,visualization
coord_flip,visualization
scale_fill_manual,visualization
scale_y_continuous,visualization
function,data cleaning
format,data cleaning
theme,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
unit,visualization
element_text,visualization
element_blank,visualization
element_text,visualization
group_by,data cleaning
summarise,data cleaning
n,data cleaning
ungroup,data cleaning
arrange,data cleaning
group_by,data cleaning
mutate,data cleaning
sum,exploratory
mutate,data cleaning
ungroup,data cleaning
add_row,exploratory
mutate,data cleaning
factor,data cleaning
ifelse,data cleaning
group_by,data cleaning
mutate,data cleaning
mean,data cleaning
ungroup,data cleaning
mutate,data cleaning
fct_reorder,visualization
mutate,data cleaning
ifelse,data cleaning
ggplot,visualization
aes,visualization
geom_bar,visualization
coord_flip,visualization
scale_fill_manual,visualization
guide_legend,visualization
scale_y_continuous,visualization
theme,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
unit,visualization
ggsave,export
filter,data cleaning
ggplot,visualization
aes,visualization
geom_bar,visualization
facet_grid,visualization
scale_fill_manual,visualization
guide_legend,visualization
labs,visualization
theme,visualization
element_text,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
unit,visualization
element_text,visualization
element_text,visualization
element_text,visualization
dplyr,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
n,data cleaning
spread,data cleaning
is.na,data cleaning
is.na,data cleaning
is.na,data cleaning
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
group_by,data cleaning
summarise,data cleaning
n,data cleaning
ungroup,data cleaning
arrange,data cleaning
group_by,data cleaning
mutate,data cleaning
sum,exploratory
ggplot,visualization
aes,visualization
reorder,visualization
geom_bar,visualization
coord_flip,visualization
scale_fill_manual,visualization
ggtitle,visualization
theme,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
element_text,visualization
element_text,visualization
ggsave,export
ggplot,visualization
aes,visualization
geom_col,visualization
aes,visualization
ggtitle,visualization
facet_wrap,visualization
scale_fill_manual,visualization
theme,visualization
element_blank,visualization
element_blank,visualization
ggsave,export
dplyr,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
n,data cleaning
spread,data cleaning
is.na,data cleaning
is.na,data cleaning
is.na,data cleaning
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
group_by,data cleaning
summarise,data cleaning
n,data cleaning
ungroup,data cleaning
mutate,data cleaning
sum,exploratory
ggplot,visualization
aes,visualization
reorder,visualization
geom_bar,visualization
coord_flip,visualization
scale_fill_manual,visualization
ggtitle,visualization
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
n,data cleaning
spread,data cleaning
is.na,data cleaning
is.na,data cleaning
is.na,data cleaning
is.na,data cleaning
is.na,data cleaning
is.na,data cleaning
is.na,data cleaning
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
library,setup
library,setup
library,setup
library,setup
setwd,setup
fread,import
colnames,data cleaning
dplyr,data cleaning
filter,data cleaning
separate,data cleaning
group_by,data cleaning
summarise,data cleaning
n,data cleaning
spread,data cleaning
is.na,data cleaning
is.na,data cleaning
is.na,data cleaning
is.na,data cleaning
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
group_by,data cleaning
summarise,data cleaning
n,data cleaning
ungroup,data cleaning
arrange,data cleaning
group_by,data cleaning
mutate,data cleaning
sum,exploratory
ggplot,visualization
aes,visualization
reorder,visualization
geom_bar,visualization
coord_flip,visualization
scale_fill_manual,visualization
guide_legend,visualization
scale_y_continuous,visualization
function,data cleaning
format,data cleaning
labs,visualization
theme,visualization
element_text,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
unit,visualization
element_text,visualization
element_text,visualization
element_text,visualization
group_by,data cleaning
summarise,data cleaning
n,data cleaning
ungroup,data cleaning
arrange,data cleaning
group_by,data cleaning
mutate,data cleaning
sum,exploratory
mutate,data cleaning
ungroup,data cleaning
add_row,exploratory
mutate,data cleaning
factor,data cleaning
ifelse,data cleaning
group_by,data cleaning
mutate,data cleaning
mean,data cleaning
ungroup,data cleaning
mutate,data cleaning
fct_reorder,visualization
ggplot,visualization
aes,visualization
geom_bar,visualization
coord_flip,visualization
scale_fill_manual,visualization
guide_legend,visualization
scale_y_continuous,visualization
labs,visualization
theme,visualization
element_text,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
unit,visualization
element_text,visualization
element_text,visualization
element_text,visualization
filter,data cleaning
ggplot,visualization
aes,visualization
geom_bar,visualization
facet_grid,visualization
scale_fill_manual,visualization
guide_legend,visualization
labs,visualization
theme,visualization
element_text,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
unit,visualization
element_text,visualization
element_text,visualization
element_text,visualization
dplyr,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
n,data cleaning
spread,data cleaning
is.na,data cleaning
is.na,data cleaning
is.na,data cleaning
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
group_by,data cleaning
summarise,data cleaning
n,data cleaning
ungroup,data cleaning
arrange,data cleaning
group_by,data cleaning
mutate,data cleaning
sum,exploratory
ggplot,visualization
aes,visualization
reorder,visualization
geom_bar,visualization
coord_flip,visualization
scale_fill_manual,visualization
ggtitle,visualization
theme,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
element_text,visualization
element_text,visualization
ggsave,export
ggplot,visualization
aes,visualization
geom_col,visualization
aes,visualization
ggtitle,visualization
facet_wrap,visualization
scale_fill_manual,visualization
theme,visualization
element_blank,visualization
element_blank,visualization
ggsave,export
dplyr,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
n,data cleaning
spread,data cleaning
is.na,data cleaning
is.na,data cleaning
is.na,data cleaning
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
group_by,data cleaning
summarise,data cleaning
n,data cleaning
ungroup,data cleaning
mutate,data cleaning
sum,exploratory
ggplot,visualization
aes,visualization
reorder,visualization
geom_bar,visualization
coord_flip,visualization
scale_fill_manual,visualization
ggtitle,visualization
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
n,data cleaning
spread,data cleaning
is.na,data cleaning
is.na,data cleaning
is.na,data cleaning
is.na,data cleaning
is.na,data cleaning
is.na,data cleaning
is.na,data cleaning
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
install.packages,setup
install.packages,setup
install.packages,setup
install.packages,setup
library,setup
library,setup
library,setup
library,setup
getwd,setup
fread,import
colnames,data cleaning
dplyr,data cleaning
filter,data cleaning
separate,data cleaning
group_by,data cleaning
summarise,data cleaning
n,data cleaning
spread,data cleaning
is.na,data cleaning
is.na,data cleaning
is.na,data cleaning
is.na,data cleaning
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
group_by,data cleaning
summarise,data cleaning
n,data cleaning
ungroup,data cleaning
arrange,data cleaning
group_by,data cleaning
mutate,data cleaning
sum,exploratory
ggplot,visualization
aes,visualization
reorder,visualization
geom_bar,visualization
coord_flip,visualization
scale_fill_manual,visualization
guide_legend,visualization
scale_y_continuous,visualization
function,data cleaning
format,data cleaning
labs,visualization
theme,visualization
element_text,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
unit,visualization
element_text,visualization
element_text,visualization
element_text,visualization
group_by,data cleaning
summarise,data cleaning
n,data cleaning
ungroup,data cleaning
arrange,data cleaning
group_by,data cleaning
mutate,data cleaning
sum,exploratory
mutate,data cleaning
ungroup,data cleaning
add_row,exploratory
mutate,data cleaning
factor,data cleaning
ifelse,data cleaning
group_by,data cleaning
mutate,data cleaning
mean,data cleaning
ungroup,data cleaning
mutate,data cleaning
fct_reorder,visualization
mutate,data cleaning
ifelse,data cleaning
ggplot,visualization
aes,visualization
geom_bar,visualization
coord_flip,visualization
scale_fill_manual,visualization
guide_legend,visualization
scale_y_continuous,visualization
theme,visualization
element_text,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
unit,visualization
element_text,visualization
element_text,visualization
element_text,visualization
ggsave,export
filter,data cleaning
ggplot,visualization
aes,visualization
geom_bar,visualization
facet_grid,visualization
scale_fill_manual,visualization
guide_legend,visualization
labs,visualization
theme,visualization
element_text,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
unit,visualization
element_text,visualization
element_text,visualization
element_text,visualization
dplyr,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
n,data cleaning
spread,data cleaning
is.na,data cleaning
is.na,data cleaning
is.na,data cleaning
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
group_by,data cleaning
summarise,data cleaning
n,data cleaning
ungroup,data cleaning
arrange,data cleaning
group_by,data cleaning
mutate,data cleaning
sum,exploratory
ggplot,visualization
aes,visualization
reorder,visualization
geom_bar,visualization
coord_flip,visualization
scale_fill_manual,visualization
ggtitle,visualization
theme,visualization
element_blank,visualization
element_blank,visualization
element_blank,visualization
element_text,visualization
element_text,visualization
ggsave,export
ggplot,visualization
aes,visualization
geom_col,visualization
aes,visualization
ggtitle,visualization
facet_wrap,visualization
scale_fill_manual,visualization
theme,visualization
element_blank,visualization
element_blank,visualization
ggsave,export
dplyr,data cleaning
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
n,data cleaning
spread,data cleaning
is.na,data cleaning
is.na,data cleaning
is.na,data cleaning
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
group_by,data cleaning
summarise,data cleaning
n,data cleaning
ungroup,data cleaning
mutate,data cleaning
sum,exploratory
ggplot,visualization
aes,visualization
reorder,visualization
geom_bar,visualization
coord_flip,visualization
scale_fill_manual,visualization
ggtitle,visualization
filter,data cleaning
group_by,data cleaning
summarise,data cleaning
n,data cleaning
spread,data cleaning
is.na,data cleaning
is.na,data cleaning
is.na,data cleaning
is.na,data cleaning
is.na,data cleaning
is.na,data cleaning
is.na,data cleaning
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
mutate,data cleaning
install.packages,setup
install.packages,setup
library,setup
library,setup
setwd,setup
colnames,data cleaning
as.character,data cleaning
unique,data cleaning
as.character,data cleaning
unique,data cleaning
plyr,data cleaning
count,exploratory
unique,data cleaning
as.character,data cleaning
unique,data cleaning
read.csv,import
left_join,data cleaning
View,exploratory
as.character,data cleaning
left_join,data cleaning
setdiff,setup
select,data cleaning
colnames,data cleaning
select,data cleaning
arrange,data cleaning
write.csv,export
install.packages,setup
install.packages,setup
install.packages,setup
install.packages,setup
install.packages,setup
library,setup
library,setup
library,setup
library,setup
library,setup
head,exploratory
data.frame,data cleaning
mutate,data cleaning
grep,data cleaning
for,data cleaning
as.numeric,data cleaning
sub,data cleaning
sub,data cleaning
sub,data cleaning
grep,data cleaning
which,data cleaning
colnames,data cleaning
as.character,data cleaning
as.character,data cleaning
mutate,data cleaning
iconv,data cleaning
setwd,setup
read.csv,import
filter,data cleaning
left_join,data cleaning
sum,exploratory
is.na,data cleaning
mutate,data cleaning
ifelse,data cleaning
is.na,data cleaning
mutate,data cleaning
ifelse,data cleaning
is.na,data cleaning
mutate,data cleaning
ifelse,data cleaning
is.na,data cleaning
mutate,data cleaning
ifelse,data cleaning
is.na,data cleaning
setdiff,setup
setdiff,setup
setdiff,setup
select,data cleaning
select,data cleaning
write.csv,export
install.packages,setup
install.packages,setup
library,setup
library,setup
setwd,setup
colnames,data cleaning
as.character,data cleaning
unique,data cleaning
as.character,data cleaning
unique,data cleaning
plyr,data cleaning
count,exploratory
unique,data cleaning
as.character,data cleaning
unique,data cleaning
read.csv,import
left_join,data cleaning
as.character,data cleaning
left_join,data cleaning
setdiff,setup
select,data cleaning
colnames,data cleaning
select,data cleaning
arrange,data cleaning
write.csv,export
install.packages,setup
install.packages,setup
install.packages,setup
library,setup
library,setup
library,setup
setwd,setup
extract_tables,setup
colnames,data cleaning
colnames,data cleaning
colnames,data cleaning
colnames,data cleaning
as.data.frame,data cleaning
as.data.frame,data cleaning
as.data.frame,data cleaning
as.data.frame,data cleaning
bind_rows,data cleaning
length,data cleaning
mutate,data cleaning
iconv,data cleaning
unique,data cleaning
as.character,data cleaning
unique,data cleaning
setwd,setup
read.csv,import
left_join,data cleaning
View,exploratory
setdiff,setup
setdiff,setup
setdiff,setup
select,data cleaning
colnames,data cleaning
select,data cleaning
write.csv,export
library,setup
library,setup
library,setup
library,setup
library,setup
library,setup
